,driver_id,month,year,total_income,total_km,num_drives,total_time,gender,age,vetek,kviut,average_km
22,2,october,2015,139938.89851010081,9060.103428292019,27,116.35,m,63.0,1.0,1.0,335.55938623303774
23,2,september,2015,178800.75700297902,11381.336535382194,27,160.60411451916667,m,63.0,1.0,1.0,421.5309827919331
24,3,april,2015,99654.33685358171,8357.073931133322,25,108.41666666666667,m,47.0,4.7,1.0,334.28295724533285
25,3,august,2015,148191.11832790473,10535.388840194164,27,136.84523823194445,m,47.0,4.7,1.0,390.19958667385794
26,3,december,2015,153473.49056636618,8259.869766228974,26,109.63333333333333,m,47.0,4.7,1.0,317.6872987011144
27,3,february,2015,117351.95142251914,8320.49197703368,26,94.18847273138888,m,47.0,4.7,1.0,320.0189221936031
28,3,january,2015,129953.19813026575,8023.2337986314415,27,105.88333333333333,m,47.0,4.7,1.0,297.15680735672004
29,3,july,2015,130260.71051479223,8057.0525128947675,25,107.5,m,47.0,4.7,1.0,322.2821005157907
30,3,june,2015,97689.89699258872,7126.799093232727,26,95.22730887138889,m,47.0,4.7,1.0,274.10765743202796
31,3,march,2015,212662.554944038,12898.637912190912,27,150.37721705305555,m,47.0,4.7,1.0,477.7273300811449
32,3,may,2015,210596.35827720142,9820.60368139637,27,134.93014360027777,m,47.0,4.7,1.0,363.7260622739396
33,3,november,2015,137316.13607894618,8734.488781481723,26,117.83333333333333,m,47.0,4.7,1.0,335.9418762108355
34,3,october,2015,110426.82131232375,7313.3336631569855,25,106.1,m,47.0,4.7,1.0,292.53334652627944
35,3,september,2015,317970.19219840685,13186.38682552155,27,183.1,m,47.0,4.7,1.0,488.38469724153884
36,4,april,2015,220502.61386917467,11083.670726221573,27,153.0293742436111,m,58.0,11.7,1.0,410.5063231933916
37,4,august,2015,85781.64633575013,7021.338671335632,27,91.66731448055556,m,58.0,11.7,1.0,260.0495804198382
38,4,december,2015,131400.41485216926,8023.479579247623,26,110.96666666666667,m,58.0,11.7,1.0,308.5953684326009
39,4,february,2015,112737.6511049359,7991.958351671557,25,113.2,m,58.0,11.7,1.0,319.67833406686225
40,4,january,2015,136300.21227445043,8020.074297900073,27,101.29400067861111,m,58.0,11.7,1.0,297.03978881111385
41,4,july,2015,151164.01631966644,9696.157567697392,26,114.76666666666667,m,58.0,11.7,1.0,372.92913721913044
42,4,june,2015,205150.09849661367,9923.90719689288,27,128.74488789194444,m,58.0,11.7,1.0,367.55211840344003
43,4,march,2015,177567.53301540113,9004.946072193035,27,107.61666666666666,m,58.0,11.7,1.0,333.51652119233466
44,4,may,2015,141681.29226297504,8389.592170401866,26,110.9828559661111,m,58.0,11.7,1.0,322.6766219385333
45,4,november,2015,154113.2718130984,8891.838099269113,26,110.9049981725,m,58.0,11.7,1.0,341.99377304881205
46,4,october,2015,169336.5680787359,11516.130153519656,27,156.8,m,58.0,11.7,1.0,426.5233390192465
47,4,september,2015,133102.83413076468,7604.100288414278,26,93.75,m,58.0,11.7,1.0,292.4653957082415
48,5,april,2015,119867.18060845048,8116.381208327785,27,108.11666666666666,m,38.0,4.7,1.0,300.6067114195476
49,5,august,2015,110829.27738167612,8607.075800436065,27,114.51666666666667,m,38.0,4.7,1.0,318.7805852013357
50,5,december,2015,147823.70779746227,9516.718594800426,27,112.68298387805555,m,38.0,4.7,1.0,352.47105906668247
51,5,february,2015,207408.15500785116,12626.094445916144,26,167.57351200722223,m,38.0,4.7,1.0,485.6190171506209
52,5,january,2015,155245.00399246905,9628.259970755575,26,116.48890625694445,m,38.0,4.7,1.0,370.31769118290674
53,5,july,2015,138282.26723405352,8104.872331199907,26,108.18333333333334,m,38.0,4.7,1.0,311.72585889230413
54,5,june,2015,164714.90503037404,10751.454752207632,27,146.6299900686111,m,38.0,4.7,1.0,398.20202785954194
55,5,march,2015,122286.69021893723,9229.357202312074,27,124.71666666666667,m,38.0,4.7,1.0,341.8280445300768
56,5,may,2015,134969.196266769,8739.855984606778,27,116.85,m,38.0,4.7,1.0,323.69836980025104
57,5,november,2015,164345.51684016222,9023.749122629342,27,122.19307081666666,m,38.0,4.7,1.0,334.21293046775344
58,5,october,2015,143365.3282162857,7433.555156800666,27,102.23308408166666,m,38.0,4.7,1.0,275.3168576592839
59,5,september,2015,158596.060476888,8922.065935392688,26,113.08333333333333,m,38.0,4.7,1.0,343.156382130488
60,6,april,2015,109654.44576228244,8376.171674419325,27,110.38333333333334,m,33.0,15.1,1.0,310.2285805340491
61,6,august,2015,155425.51879185956,8916.126191783587,27,125.21666666666667,m,33.0,15.1,1.0,330.2268959919847
62,6,december,2015,123234.53247800616,7847.153268972314,27,109.16908733666666,m,33.0,15.1,1.0,290.63530625823387
63,6,february,2015,132692.16248109477,9161.459575501523,27,119.93813917083334,m,33.0,15.1,1.0,339.3133176111675
64,6,january,2015,135511.6587163314,9850.247686723305,26,119.11666666666666,m,33.0,15.1,1.0,378.8556802585887
65,6,july,2015,115592.57782747742,7352.037230961442,27,106.11666666666667,m,33.0,15.1,1.0,272.29767522079413
66,6,june,2015,147074.07151232503,8927.599511405047,27,124.37704716083333,m,33.0,15.1,1.0,330.6518337557425
67,6,march,2015,126743.30538522908,8292.262550537893,26,113.23813096805556,m,33.0,15.1,1.0,318.93317502068817
68,6,may,2015,231590.83267932647,10987.114303973864,27,151.54937899472222,m,33.0,15.1,1.0,406.9301594064394
69,6,november,2015,132282.0297624143,8782.328121208226,26,118.59221419111111,m,33.0,15.1,1.0,337.781850815701
70,6,october,2015,163110.66704370946,9693.193831142311,27,138.66666666666666,m,33.0,15.1,1.0,359.0071789311967
71,6,september,2015,140405.254647825,8148.052299966653,27,107.61666666666666,m,33.0,15.1,1.0,301.77971481357974
72,7,april,2015,190235.75111923896,8898.568858595778,27,108.71666666666667,m,39.0,14.1,1.0,329.5766243924362
73,7,august,2015,120234.48241044793,7488.576317315079,27,106.75,m,39.0,14.1,1.0,277.354678419077
74,7,december,2015,181240.75802091713,10410.458033994142,25,143.1076420511111,m,39.0,14.1,1.0,416.4183213597657
75,7,february,2015,194696.509209843,9292.788906750686,26,115.16666666666667,m,39.0,14.1,1.0,357.4149579519495
76,7,january,2015,101928.30759936941,7316.140952096703,27,95.89876057222222,m,39.0,14.1,1.0,270.968183410989
77,7,july,2015,210803.5783785711,12707.947101588183,25,166.06666666666666,m,39.0,14.1,1.0,508.3178840635273
78,7,june,2015,142739.52626922788,9358.27348270537,25,103.58417799027778,m,39.0,14.1,1.0,374.3309393082148
79,7,march,2015,167163.1477472549,9156.183088217878,27,111.05,m,39.0,14.1,1.0,339.1178921562177
80,7,may,2015,180454.1513925948,10537.872113180754,27,147.55,m,39.0,14.1,1.0,390.2915597474353
81,7,november,2015,143785.502928383,8499.209685421905,27,111.91969168777777,m,39.0,14.1,1.0,314.785543904515
82,7,october,2015,107695.12241952562,7669.261894910171,27,104.6,m,39.0,14.1,1.0,284.04673684852486
83,7,september,2015,166069.04949715955,9930.404722896428,25,119.55,m,39.0,14.1,1.0,397.2161889158571
84,8,april,2015,136616.12062760082,8523.357845711716,27,113.13333333333333,m,37.0,13.2,1.0,315.67992021154504
85,8,august,2015,119740.87646607368,7035.126925607303,26,102.78897586694444,m,37.0,13.2,1.0,270.58180483105014
86,8,december,2015,119258.2470376874,7905.228539016398,26,110.85,m,37.0,13.2,1.0,304.0472515006307
87,8,february,2015,216838.39439331388,11669.953756418226,27,151.96666666666667,m,37.0,13.2,1.0,432.2205094969714
88,8,january,2015,218541.82624682595,11843.33420750255,27,161.13333333333333,m,37.0,13.2,1.0,438.6420076852796
89,8,july,2015,126718.88745788162,8148.733638234848,27,110.15,m,37.0,13.2,1.0,301.8049495642536
90,8,june,2015,118241.93576777764,8379.941638103937,24,110.41890717916667,m,37.0,13.2,1.0,349.1642349209974
91,8,march,2015,108434.11951713728,7814.907920890747,27,107.23333333333333,m,37.0,13.2,1.0,289.4410341070647
92,8,may,2015,141522.21004024244,8022.153609740001,27,106.89980703805556,m,37.0,13.2,1.0,297.1168003607408
93,8,november,2015,127375.42115488708,7565.395443869984,27,101.88333333333334,m,37.0,13.2,1.0,280.19983125444384
94,8,october,2015,183548.5522758523,9498.906920604983,27,124.71666666666667,m,37.0,13.2,1.0,351.8113674298142
95,8,september,2015,172857.13709714045,9043.046024531912,27,122.96666666666667,m,37.0,13.2,1.0,334.927630538219
96,9,april,2015,163271.66874046135,11497.350830980391,27,151.8,m,48.0,8.9,1.0,425.8278085548293
97,9,august,2015,82403.41998013455,6651.313388479679,27,88.53720812833333,m,48.0,8.9,1.0,246.34494031406217
98,9,december,2015,163147.6449350591,10774.052496865057,27,143.48507685222222,m,48.0,8.9,1.0,399.0389813653725
99,9,february,2015,127847.46511383599,8043.691672911286,27,98.13630015194444,m,48.0,8.9,1.0,297.9145064041217
100,9,january,2015,125531.2616419892,9110.782936919713,27,125.7,m,48.0,8.9,1.0,337.4364050711005
101,9,july,2015,109966.04978218432,7997.923397515252,27,104.95969552694444,m,48.0,8.9,1.0,296.2193850931575
102,9,june,2015,142570.20189125935,10118.084840503998,27,151.46666666666667,m,48.0,8.9,1.0,374.74388298162955
103,9,march,2015,228588.15339247548,11625.261354518907,24,145.23333333333335,m,48.0,8.9,1.0,484.3858897716211
104,9,may,2015,173928.65753013716,9527.496382785761,27,122.21368072555556,m,48.0,8.9,1.0,352.8702363994726
105,9,november,2015,118775.2771480199,7905.104341827993,27,107.76666666666667,m,48.0,8.9,1.0,292.7816422899257
106,9,october,2015,280019.9418516495,10982.221638031673,27,135.12006992194443,m,48.0,8.9,1.0,406.74894955672863
107,9,september,2015,92575.61297890823,7997.620170228465,27,110.40218511416667,m,48.0,8.9,1.0,296.2081544529061
108,10,april,2015,175552.098503131,9685.959187787643,27,121.40224688166667,m,43.0,6.4,1.0,358.7392291773201
109,10,august,2015,184238.06363739292,8454.314161680612,26,110.53333333333333,m,43.0,6.4,1.0,325.16592929540815
110,10,december,2015,133491.622041842,8204.018231089907,24,114.81666666666668,m,43.0,6.4,1.0,341.83409296207947
111,10,february,2015,155046.4072091123,9595.192208428616,26,119.93333333333334,m,43.0,6.4,1.0,369.0458541703314
112,10,january,2015,125896.69183239256,8118.038346234403,27,112.76666666666667,m,43.0,6.4,1.0,300.6680868975705
113,10,july,2015,355947.4164137883,11918.628177521521,27,154.05236353333333,m,43.0,6.4,1.0,441.4306732415378
114,10,june,2015,98764.70060957009,7404.166810997458,25,96.25,m,43.0,6.4,1.0,296.1666724398983
115,10,march,2015,154805.0801375792,8304.167079137826,26,107.756479425,m,43.0,6.4,1.0,319.39104150530096
116,10,may,2015,114579.69860555776,6871.032749930271,26,96.46666666666667,m,43.0,6.4,1.0,264.2704903819335
117,10,november,2015,151110.67056690756,8393.077081221105,27,109.63333333333334,m,43.0,6.4,1.0,310.8547067118928
118,10,october,2015,110711.25432543312,8508.135035040941,26,112.8,m,43.0,6.4,1.0,327.23596288619007
119,10,september,2015,125760.51370641225,8612.967184940753,27,108.51666666666667,m,43.0,6.4,1.0,318.9987846274353
120,11,april,2015,158835.9321584156,8132.446265214543,26,106.25,m,37.0,215.0,0.0,312.78639481594394
121,11,august,2015,174727.26560240865,10367.890543643573,27,134.74685842694444,m,37.0,215.0,0.0,383.99594606087305
122,11,december,2015,123795.93729941841,8810.39850801023,27,119.48384369472222,m,37.0,215.0,0.0,326.31105585223077
123,11,february,2015,178454.52541767212,10099.198164374835,27,130.21666666666667,m,37.0,215.0,0.0,374.04437645832724
124,11,january,2015,128812.5333957259,8969.70605990877,27,119.31666666666666,m,37.0,215.0,0.0,332.2113355521767
125,11,july,2015,125655.20823793256,7246.018141312629,26,106.13333333333333,m,37.0,215.0,0.0,278.6930054351011
126,11,june,2015,132259.23469708505,8937.631961978572,27,120.3,m,37.0,215.0,0.0,331.0234059992064
127,11,march,2015,108473.95699888836,7877.878907532578,26,105.16011512722223,m,37.0,215.0,0.0,302.9953425974068
128,11,may,2015,87127.01161638279,6690.042125282457,27,85.4870245161111,m,37.0,215.0,0.0,247.77933797342433
129,11,november,2015,170614.73081489236,10180.079843429725,26,138.66666666666666,m,37.0,215.0,0.0,391.5415324396048
130,11,october,2015,116731.3495316312,7652.96960919475,25,107.78333333333333,m,37.0,215.0,0.0,306.11878436779
131,11,september,2015,166967.51584745402,10877.748545611368,27,156.56666666666666,m,37.0,215.0,0.0,402.879575763384
132,12,april,2015,161022.50368857122,9380.04054860759,27,124.8,m,57.0,15.6,1.0,347.40890920768857
133,12,august,2015,363599.6860532251,15989.716394576442,27,190.26666666666665,m,57.0,15.6,1.0,592.211718317646
134,12,december,2015,159518.2643225238,9839.673041870243,27,117.86666666666667,m,57.0,15.6,1.0,364.43233488408305
135,12,february,2015,104941.37024270683,7564.651835068988,27,105.31666666666666,m,57.0,15.6,1.0,280.17229018774026
136,12,january,2015,109445.62106898564,8049.478504966894,27,112.01666666666667,m,57.0,15.6,1.0,298.1288335172924
137,12,july,2015,162036.78595704993,10452.68215321958,27,147.48333333333335,m,57.0,15.6,1.0,387.13637604516964
138,12,june,2015,161535.5175602012,11126.988824919974,27,152.86666666666667,m,57.0,15.6,1.0,412.11069721925827
139,12,march,2015,116806.6996481038,6514.256852611374,27,86.63333333333333,m,57.0,15.6,1.0,241.26877231893977
140,12,may,2015,154546.1397961495,8724.144487901616,27,118.61318560611112,m,57.0,15.6,1.0,323.1164625148747
141,12,november,2015,129252.2901585852,8443.68202307998,27,113.539426615,m,57.0,15.6,1.0,312.72896381777707
142,12,october,2015,162435.2008363575,9003.36854144693,27,124.66666666666667,m,57.0,15.6,1.0,333.458094127664
143,12,september,2015,159335.80822824888,10108.282780207686,27,138.51666666666668,m,57.0,15.6,1.0,374.3808437113958
144,13,april,2015,112193.67216942106,7777.266620758801,27,106.44423825666667,m,41.0,15.2,1.0,288.0469118799556
145,13,august,2015,166419.68929436593,9110.196009496205,27,120.6,m,41.0,15.2,1.0,337.41466701837794
146,13,december,2015,168669.13028402242,10517.347253364373,26,134.8,m,41.0,15.2,1.0,404.5133558986297
147,13,february,2015,172952.06323486372,8181.745570978373,27,106.6,m,41.0,15.2,1.0,303.02761373993974
148,13,january,2015,168783.1527942872,10251.360171367283,27,127.2,m,41.0,15.2,1.0,379.6800063469364
149,13,july,2015,145007.151296965,8458.459818076932,25,107.7,m,41.0,15.2,1.0,338.3383927230773
150,13,june,2015,132405.06199390927,8195.502328252418,25,109.38664204833333,m,41.0,15.2,1.0,327.8200931300967
151,13,march,2015,111793.29672265511,7548.128232473618,25,99.3,m,41.0,15.2,1.0,301.9251292989447
152,13,may,2015,112937.0285581951,7923.651878314171,26,111.81666666666666,m,41.0,15.2,1.0,304.75584147362196
153,13,november,2015,135005.19075627768,9157.84371643591,26,110.56666666666666,m,41.0,15.2,1.0,352.22475832445804
154,13,october,2015,123252.06676571467,6566.859232551178,27,89.96666666666667,m,41.0,15.2,1.0,243.21700861300658
155,13,september,2015,128270.4724020523,9008.972258078858,27,113.33333333333333,m,41.0,15.2,1.0,333.66563918810584
156,14,april,2015,167208.9914814555,10820.49797650044,27,144.53644491472224,m,55.0,1.7,1.0,400.7591843148311
157,14,august,2015,125983.7993578833,7967.771304671198,26,113.55482693222223,m,55.0,1.7,1.0,306.45274248735376
158,14,december,2015,125823.99236934748,9312.076568747729,27,111.99996251111111,m,55.0,1.7,1.0,344.8917247684344
159,14,february,2015,117824.08692423957,8309.382461478208,26,112.53160888638888,m,55.0,1.7,1.0,319.59163313377724
160,14,january,2015,150604.11420952575,9040.249955241496,27,120.66666666666667,m,55.0,1.7,1.0,334.82407241635167
161,14,july,2015,95405.71426502234,7692.322407517562,26,99.51666666666667,m,55.0,1.7,1.0,295.85855413529083
162,14,june,2015,120732.03175534615,7087.776239442267,26,93.30458914638889,m,55.0,1.7,1.0,272.60677844008717
163,14,march,2015,153956.3843328536,11258.868610703463,27,148.75,m,55.0,1.7,1.0,416.99513372975787
164,14,may,2015,92718.45077637644,6823.6175601424875,26,100.1786989888889,m,55.0,1.7,1.0,262.4468292362495
165,14,november,2015,196417.84289074293,9661.320366144879,26,128.31405080555555,m,55.0,1.7,1.0,371.5892448517261
166,14,october,2015,233704.52517761386,10701.795660130583,27,131.73267276666667,m,55.0,1.7,1.0,396.36280222705864
167,14,september,2015,301620.9900770443,14850.38010147849,27,188.45490748666666,m,55.0,1.7,1.0,550.0140778325366
168,15,april,2015,134594.7468790796,9029.206306591244,27,121.35,m,33.0,4.2,1.0,334.4150483922683
169,15,august,2015,129736.9181997055,8820.46603243759,27,107.1271185111111,m,33.0,4.2,1.0,326.6839271273181
170,15,december,2015,170856.5845325729,10029.475326951328,27,124.26136203833333,m,33.0,4.2,1.0,371.46204914634546
171,15,february,2015,108164.4723339649,7640.893341906185,26,105.3540119175,m,33.0,4.2,1.0,293.8805131502379
172,15,january,2015,221094.34848848436,13366.934759502006,27,178.56666666666666,m,33.0,4.2,1.0,495.07165775933356
173,15,july,2015,131065.97406346764,8755.804606065101,27,111.26666666666667,m,33.0,4.2,1.0,324.28905948389263
174,15,june,2015,264865.66077920963,11458.24468381359,27,159.56009876055555,m,33.0,4.2,1.0,424.37943273383667
175,15,march,2015,184361.5260265476,10991.726590765775,25,144.21666666666667,m,33.0,4.2,1.0,439.669063630631
176,15,may,2015,156957.46608598807,9365.979752226698,27,117.76666666666667,m,33.0,4.2,1.0,346.8881389713592
177,15,november,2015,137401.44552953163,9966.589975485016,26,142.38333333333333,m,33.0,4.2,1.0,383.3303836725006
178,15,october,2015,94620.953471931,5952.467244823684,24,82.99461414277778,m,33.0,4.2,1.0,248.01946853432017
179,15,september,2015,211818.87873053813,11070.414399675881,27,144.33333333333334,m,33.0,4.2,1.0,410.01534813614376
180,16,april,2015,112952.18876405894,7123.641329814174,25,100.73333333333333,m,46.0,8.0,1.0,284.94565319256697
181,16,august,2015,205362.68071353628,11157.86704869339,26,148.02237512138888,m,46.0,8.0,1.0,429.14873264205346
182,16,december,2015,149768.4568384824,8203.37553805799,26,107.31666666666666,m,46.0,8.0,1.0,315.5144437714611
183,16,february,2015,117414.57447324891,8135.386745574747,27,99.36666666666666,m,46.0,8.0,1.0,301.3106202064721
184,16,january,2015,137178.86376405013,9546.956511400347,27,129.73333333333335,m,46.0,8.0,1.0,353.59098190371657
185,16,july,2015,124908.29689997375,8117.4043663037855,27,107.43704809194445,m,46.0,8.0,1.0,300.6446061593995
186,16,june,2015,80330.4901304441,5667.368962953864,26,75.74483729916666,m,46.0,8.0,1.0,217.97572934437937
187,16,march,2015,117453.26933981164,7911.475685918927,27,105.18333333333334,m,46.0,8.0,1.0,293.01761799699733
188,16,may,2015,143308.5837399521,9049.339147948313,26,118.95,m,46.0,8.0,1.0,348.0515056903197
189,16,november,2015,188226.55835382018,11138.184307938169,26,150.08333333333334,m,46.0,8.0,1.0,428.39170415146805
190,16,october,2015,189852.26386788845,11968.918811085941,26,168.76666666666668,m,46.0,8.0,1.0,460.34303119561315
191,16,september,2015,133377.08567046112,8484.035624572542,27,115.7,m,46.0,8.0,1.0,314.2235416508349
192,17,april,2015,127846.54132263057,7611.81958699158,26,104.81666666666666,m,124.0,18.5,1.0,292.76229180736846
193,17,august,2015,148466.74278904145,10178.97964743821,26,135.88076098333335,m,124.0,18.5,1.0,391.4992172091619
194,17,december,2015,145182.1334422806,8854.053380540749,27,124.59307576527777,m,124.0,18.5,1.0,327.9279029829907
195,17,february,2015,165149.36984494468,8113.58073774063,27,115.64137573472222,m,124.0,18.5,1.0,300.50299028669
196,17,january,2015,247020.5663024071,12183.930344729115,27,166.16666666666666,m,124.0,18.5,1.0,451.25667943441164
197,17,july,2015,222319.20885567655,10461.489026476012,27,150.23333333333332,m,124.0,18.5,1.0,387.4625565361486
198,17,june,2015,132203.8438564954,9346.519785793269,27,121.83333333333333,m,124.0,18.5,1.0,346.1673994738248
199,17,march,2015,112299.40467181955,7077.620736447703,27,92.91666666666666,m,124.0,18.5,1.0,262.13410134991494
200,17,may,2015,122857.77017816342,7997.753461190717,27,108.91666666666667,m,124.0,18.5,1.0,296.2130911552117
201,17,november,2015,118290.84024646046,7800.756347598577,26,104.35,m,124.0,18.5,1.0,300.029090292253
202,17,october,2015,167303.47347286175,8729.16610966497,26,121.93214724527778,m,124.0,18.5,1.0,335.7371580640373
203,17,september,2015,119419.05578835121,7666.399597058878,26,99.59801479861112,m,124.0,18.5,1.0,294.861522963803
204,18,april,2015,155393.31064484915,9740.673727033043,27,125.33610617138889,m,34.0,16.0,1.0,360.7656935938164
205,18,august,2015,166898.5026092116,9509.099273441125,26,118.26003368833334,m,34.0,16.0,1.0,365.73458744004324
206,18,december,2015,294755.2543072665,11140.08001927957,26,139.70866037666667,m,34.0,16.0,1.0,428.46461612613734
207,18,february,2015,152837.608649572,9773.825023278489,27,130.88333333333333,m,34.0,16.0,1.0,361.99351938068475
208,18,january,2015,155886.0727911324,8388.639634893998,26,117.89999999999999,m,34.0,16.0,1.0,322.6399859574615
209,18,july,2015,142523.21475460226,9874.155781588213,27,134.76666666666668,m,34.0,16.0,1.0,365.70947339215604
210,18,june,2015,149774.38462235106,9798.133439341644,27,126.96666666666667,m,34.0,16.0,1.0,362.8938310867275
211,18,march,2015,132016.96248410083,9652.783029429607,25,126.23333333333333,m,34.0,16.0,1.0,386.11132117718427
212,18,may,2015,228588.13741114357,11829.964343771131,26,156.71666666666667,m,34.0,16.0,1.0,454.998628606582
213,18,november,2015,169341.39086511132,10223.707098039378,26,142.3408768263889,m,34.0,16.0,1.0,393.2195037707453
214,18,october,2015,145329.90618734664,7531.952710951243,26,100.03333333333333,m,34.0,16.0,1.0,289.6904888827401
215,18,september,2015,158654.45241178072,8860.449574107795,27,112.69574201222223,m,34.0,16.0,1.0,328.1647990410295
216,19,april,2015,155529.38500563847,8940.862167431967,27,111.41666666666667,m,124.0,12.4,1.0,331.143043238221
217,19,august,2015,153961.05323894872,8959.354123041261,27,119.18866184138889,m,124.0,12.4,1.0,331.82793048300965
218,19,december,2015,124603.75465052294,7950.288412425019,26,105.76666666666667,m,124.0,12.4,1.0,305.78032355480843
219,19,february,2015,274268.7466995842,11808.996205084233,27,160.61597511888888,m,124.0,12.4,1.0,437.37022981793456
220,19,january,2015,174783.52463185551,9614.055967524164,27,131.4,m,124.0,12.4,1.0,356.0761469453394
221,19,july,2015,120286.07702503572,8411.643688126594,27,110.78333333333333,m,124.0,12.4,1.0,311.5423588195035
222,19,june,2015,134770.07785516203,8020.668626991724,27,107.75,m,124.0,12.4,1.0,297.06180099969345
223,19,march,2015,151769.70774821093,10679.451941727353,24,145.01666666666665,m,124.0,12.4,1.0,444.9771642386397
224,19,may,2015,136086.07129857334,7278.473150489169,26,103.9,m,124.0,12.4,1.0,279.94127501881417
225,19,november,2015,144824.25995602304,9222.230588056955,27,113.41666666666667,m,124.0,12.4,1.0,341.5640958539613
226,19,october,2015,134573.924286407,8127.4811636997965,26,101.06666666666666,m,124.0,12.4,1.0,312.5954293730691
227,19,september,2015,164368.265751518,10073.316536772321,26,134.45,m,124.0,12.4,1.0,387.4352514143201
228,20,april,2015,121422.07387594235,9028.652904978533,27,123.98333333333333,m,50.0,18.1,1.0,334.394552036242
229,20,august,2015,117357.73364381338,7916.203572680835,27,109.36666666666667,m,50.0,18.1,1.0,293.192724914105
230,20,december,2015,137274.55782028296,7854.834614448244,26,109.60180535305555,m,50.0,18.1,1.0,302.10902363262477
231,20,february,2015,159230.40884532384,9574.233757119058,26,126.44854235527778,m,50.0,18.1,1.0,368.23975988919454
232,20,january,2015,184970.69431975306,10857.325316688002,27,142.98333333333332,m,50.0,18.1,1.0,402.1231598773334
233,20,july,2015,156166.86861059995,8321.443399157673,24,109.83333333333333,m,50.0,18.1,1.0,346.7268082982364
234,20,june,2015,204250.39040184833,11214.0698110976,26,150.72989291055555,m,50.0,18.1,1.0,431.31037734990775
235,20,march,2015,103270.54645312947,8199.014005224213,27,113.18333333333334,m,50.0,18.1,1.0,303.66718537867456
236,20,may,2015,100792.77240129079,6753.533068291965,25,89.13636608888889,m,50.0,18.1,1.0,270.1413227316786
237,20,november,2015,199370.82705459875,11441.641095406269,27,161.2663466197222,m,50.0,18.1,1.0,423.764485015047
238,20,october,2015,123814.0476210929,9815.36767953464,27,129.56666666666666,m,50.0,18.1,1.0,363.53213627906075
239,20,september,2015,140600.39551674423,9048.866608699991,26,117.75,m,50.0,18.1,1.0,348.0333311038458
240,21,april,2015,109948.11658656155,7738.176848728185,27,103.26666666666667,m,31.0,7.5,1.0,286.59914254548835
241,21,august,2015,242021.89804061956,11419.221900545446,27,150.4,m,31.0,7.5,1.0,422.9341444646462
242,21,december,2015,231536.35987225457,11177.718331437272,27,155.95,m,31.0,7.5,1.0,413.9895678310101
243,21,february,2015,145747.7282845147,8908.73186278874,26,116.5729207925,m,31.0,7.5,1.0,342.6435331841823
244,21,january,2015,151229.2199006106,9751.485332822243,26,124.35,m,31.0,7.5,1.0,375.0571281854709
245,21,july,2015,233078.68506365767,12301.225042834645,27,158.36191243750002,m,31.0,7.5,1.0,455.60092751239426
246,21,june,2015,149708.14619084136,7982.376558582366,26,104.9,m,31.0,7.5,1.0,307.0144830223987
247,21,march,2015,112890.03903071307,8484.210098976784,25,115.2,m,31.0,7.5,1.0,339.3684039590714
